연월	연도주차	품목코드	품목	매출액(만원)	추정판매량(개/100g)	평균가격(원/100g)	단위량(UNIT_QY)	단위명(UNIT_CODE_NM)
202108	202134	0301	콩	55544.4053	120670.0093	4603.0	500.0	g
202108	202134	1002	얼갈이배추	18461.0213	56438.4632	3271.0	1.0	kg
202108	202134	0303	녹두	8217.2726	7394.9537	11112.0	500.0	g
202108	202134	1201	양파	175217.3920	978868.1117	1790.0	1.0	kg
202108	202134	1206	꽈리고추	16626.2013				
202108	202134	1207	건고추	178022.7432	108444.6535	16416.0	600.0	g
202108	202134	0806	방울토마토	155003.7586	224871.2587	6893.0	1.0	kg
202108	202134	0617	레몬	22434.9002	24385.7611	9200.0	10.0	개
202108	202134	0805	멜론	47959.8174	59718.3631	8031.0	1.0	개
202108	202134	0631	아몬드	110124.1743	730750.9907	1507.0	100.0	g
202108	202134	1210	생강	9972.2460	9895.0645	10078.0	1.0	kg
202108	202134	1008	시금치	40537.4561	15189.9637	26687.0	1.0	kg
202108	202134	0902	호박	135440.4272	1004750.9436	1348.0	1.0	개
202108	202134	0634	아보카도	38192.6837				
202108	202134	0601	사과	425771.5827	208783.2014	20393.0	10.0	개
202108	202134	0302	팥	11424.8867	12731.0973	8974.0	500.0	g
202108	202134	1711	새송이버섯	85433.9911	1750696.5389	488.0	100.0	g
202108	202134	1101	무	58261.2595	286859.9680	2031.0	1.0	개
202108	202134	0657	체리	16947.9818	96845.6103	1750.0	100.0	g
202108	202134	1705	팽이버섯	43844.1717	959391.0656	457.0	150.0	g
202108	202134	1205	풋고추	15202.3054	179908.9396	845.0	100.0	g
202108	202134	0604	복숭아	881465.3339	391101.8431	22538.0	10.0	개
202108	202134	1306	브로콜리	32756.7347				
202108	202134	0611	참다래	180160.5280	256712.0661	7018.0	10.0	개
202108	202134	1203	쪽파	36720.5520	46581.9510	7883.0	1.0	kg
202108	202134	1601	참깨	20733.8266	18743.2893	11062.0	500.0	g
202109	202135	1203	쪽파	34274.2865	48643.6084	7046.0	1.0	kg
202109	202135	0612	바나나	335580.4041	11942363.1352	281.0	100.0	g
202109	202135	0805	멜론	44339.6537	54598.7609	8121.0	1.0	개
202109	202135	0601	사과	496724.2019	231756.7312	21433.0	10.0	개
202109	202135	1205	풋고추	15179.0852	170551.5191	890.0	100.0	g
202109	202135	0611	참다래	195182.4767	289030.7666	6753.0	10.0	개
202109	202135	0502	고구마	163409.7643	302218.9094	5407.0	1.0	kg
202109	202135	0617	레몬	20184.3073	22444.4649	8993.0	10.0	개
202109	202135	0103	쌀	1180117.0730	193712.6891	60921.0	20.0	kg
202109	202135	0302	팥	11143.6040	12399.6929	8987.0	500.0	g
202109	202135	0804	딸기	1274.8464				
202109	202135	0614	감귤	234772.4266	297783.3924	7884.0	10.0	개
202109	202135	1601	참깨	19013.8899	17524.3225	10850.0	500.0	g
202109	202135	0636	망고	18957.6261				
202109	202135	1306	브로콜리	28935.2241				
202109	202135	1209	마늘	162470.2627	156041.3587	10412.0	1.0	kg
202109	202135	1002	얼갈이배추	18589.1967	56279.7357	3303.0	1.0	kg
202109	202135	0603	포도	821593.4455	363730.0538	22588.0	1.0	kg
202109	202135	0501	감자	71311.2008	2742738.4923	260.0	100.0	g
202109	202135	1711	새송이버섯	81159.9754	1663114.2500	488.0	100.0	g
202109	202135	1009	미나리	17579.6279	198639.8633	885.0	100.0	g
202109	202135	1004	양배추	78781.9210	244285.0264	3225.0	1.0	포기
202109	202135	0604	복숭아	645916.6764	286348.6618	22557.0	10.0	개
202109	202135	0602	배	149929.3816	51534.5209	29093.0	10.0	개
202109	202135	1001	배추	104279.0539	236032.2632	4418.0	1.0	포기
202109	202135	1005	상추	155646.1542	1030087.0563	1511.0	100.0	g
202109	202135	1701	느타리버섯	41496.7325	639394.9538	649.0	100.0	g
202109	202135	1210	생강	13013.8243	12902.8597	10086.0	1.0	kg
202109	202135	1603	땅콩	13346.7264	73495.1894	1816.0	100.0	g
202109	202135	0801	수박	65129.3448	36352.6149	17916.0	1.0	개
202109	202135	0704	호두	68802.7654	449397.5532	1531.0	100.0	g
202109	202135	1705	팽이버섯	44073.5224	935743.5754	471.0	150.0	g
202109	202135	0618	오렌지	22944.9078	21207.9747	10819.0	10.0	개
202109	202135	0613	파인애플	34148.0852	62189.1918	5491.0	1.0	개
202109	202135	0104	찹쌀	121611.5655	243369.1525	4997.0	1.0	kg
202109	202135	1208	붉은고추	6678.6087	64715.2006	1032.0	100.0	g
202109	202135	1103	당근	80948.2309	292760.3288	2765.0	1.0	kg
202109	202135	0631	아몬드	105282.2955	698621.7352	1507.0	100.0	g
202109	202135	1011	깻잎	75398.3690	369418.7604	2041.0	100.0	g
202109	202135	1207	건고추	184310.7879	111541.2660	16524.0	600.0	g
202109	202135	0634	아보카도	41888.3898				
202109	202135	0303	녹두	10589.2403	9907.5976	10688.0	500.0	g
202109	202135	1201	양파	169406.9261	940627.0189	1801.0	1.0	kg
202109	202135	0806	방울토마토	145684.6785	168753.2474	8633.0	1.0	kg
202109	202135	1302	피망	15027.7836	205017.5116	733.0	100.0	g
202109	202135	1326	파프리카	74078.1303	431188.1857	1718.0	200.0	g
202109	202135	1202	대파	105734.5031	502301.6774	2105.0	1.0	kg
202109	202135	0802	참외	32912.5028	14330.3448	22967.0	10.0	개
202109	202135	1006	열무	15676.5413	51465.9924	3046.0	1.0	kg
202109	202135	0657	체리	1014.0849	6306.4981	1608.0	100.0	g
202109	202135	0803	토마토	167407.3368	370698.2657	4516.0	1.0	kg
202109	202135	0301	콩	53611.9249	116547.6628	4600.0	500.0	g
202109	202135	1101	무	67069.3707	338221.7383	1983.0	1.0	개
202109	202135	0901	오이	134119.8536	162984.3889	8229.0	10.0	개
202109	202135	1013	갓	196.4238				
202109	202135	1206	꽈리고추	14120.9093				
202109	202135	1008	시금치	41363.0749	19028.8793	21737.0	1.0	kg
202109	202135	0902	호박	139611.6482	964835.1638	1447.0	1.0	개
202109	202136	1002	얼갈이배추	18081.3284	50281.7809	3596.0	1.0	kg
202109	202136	0104	찹쌀	103361.6595	207096.0920	4991.0	1.0	kg
202109	202136	1201	양파	148423.7410	820473.9690	1809.0	1.0	kg
202109	202136	0636	망고	18906.1155				
202109	202136	1001	배추	99823.5212	213938.1080	4666.0	1.0	포기
202109	202136	1202	대파	93517.2807	436384.8843	2143.0	1.0	kg
202109	202136	1603	땅콩	11636.0840	64145.9978	1814.0	100.0	g
202109	202136	0612	바나나	267501.2787	9553617.0964	280.0	100.0	g
202109	202136	1006	열무	14387.2307	41847.6751	3438.0	1.0	kg
202109	202136	1205	풋고추	14012.2413	150345.9367	932.0	100.0	g
202109	202136	1326	파프리카	63811.9145	349080.4951	1828.0	200.0	g
202109	202136	0301	콩	45722.1367	99504.1060	4595.0	500.0	g
202109	202136	0617	레몬	15970.4316	18113.2263	8817.0	10.0	개
202109	202136	0103	쌀	1219671.0860	204869.6688	59534.0	20.0	kg
202109	202136	0618	오렌지	19438.5997	17591.4929	11050.0	10.0	개
202109	202136	1711	새송이버섯	66573.9586	1336826.4779	498.0	100.0	g
202109	202136	0704	호두	56341.5095	360701.0851	1562.0	100.0	g
202109	202136	0501	감자	59020.5372	2235626.4091	264.0	100.0	g
202109	202136	0902	호박	116907.3748	568615.6362	2056.0	1.0	개
202109	202136	1701	느타리버섯	36248.1269	540210.5350	671.0	100.0	g
202109	202136	1005	상추	136693.3051	693874.6452	1970.0	100.0	g
202109	202136	1101	무	70182.8503	369189.1126	1901.0	1.0	개
202109	202136	0801	수박	32951.1381	18304.1540	18002.0	1.0	개
202109	202136	0634	아보카도	33328.1432				
202109	202136	1206	꽈리고추	12612.1995				
202109	202136	1302	피망	16333.0797	184763.3450	884.0	100.0	g
202109	202136	0802	참외	22521.0982	9481.3700	23753.0	10.0	개
202109	202136	0601	사과	565921.1076	271620.4020	20835.0	10.0	개
202109	202136	0805	멜론	53212.7228	65824.7437	8084.0	1.0	개
202109	202136	0302	팥	9181.6340	10198.4161	9003.0	500.0	g
202109	202136	0611	참다래	159638.3358	230757.9297	6918.0	10.0	개
202109	202136	0806	방울토마토	109410.0400	110907.2884	9865.0	1.0	kg
202109	202136	0604	복숭아	294766.5075	125925.5415	23408.0	10.0	개
202109	202136	0303	녹두	17551.7946	15848.1215	11075.0	500.0	g
202109	202136	0613	파인애플	25748.5270	46620.5450	5523.0	1.0	개
202109	202136	1203	쪽파	34061.6971	50702.1392	6718.0	1.0	kg
202109	202136	0502	고구마	134007.7731	251657.7899	5325.0	1.0	kg
202109	202136	0803	토마토	131933.1762	268812.5024	4908.0	1.0	kg
202109	202136	0901	오이	110644.6197	119164.9108	9285.0	10.0	개
202109	202136	1013	갓	72.1750				
202109	202136	1207	건고추	77983.4211	47907.2497	16278.0	600.0	g
202109	202136	1008	시금치	44760.6951	27877.8619	16056.0	1.0	kg
202109	202136	0631	아몬드	73680.0987	501225.1612	1470.0	100.0	g
202109	202136	1208	붉은고추	5720.4215	56192.7456	1018.0	100.0	g
202109	202136	1103	당근	69391.4254	241026.1389	2879.0	1.0	kg
202109	202136	1306	브로콜리	26612.2282				
202109	202136	1705	팽이버섯	37844.5662	767638.2596	493.0	150.0	g
202109	202136	1209	마늘	148446.7156	142943.3949	10385.0	1.0	kg
202109	202136	0657	체리	587.1173				
202109	202136	0603	포도	716299.0229	379455.9638	18877.0	1.0	kg
202109	202136	0614	감귤	219451.8330	280557.1887	7822.0	10.0	개
202109	202136	1009	미나리	17193.0140	190188.2080	904.0	100.0	g
202109	202136	1004	양배추	65071.2889	209434.4670	3107.0	1.0	포기
202109	202136	0602	배	395457.0836	127636.7955	30983.0	10.0	개
202109	202136	0804	딸기	1307.4844				
202109	202136	1210	생강	12560.8725	12441.4347	10096.0	1.0	kg
202109	202136	1011	깻잎	65446.9913	217938.6990	3003.0	100.0	g
202109	202136	1601	참깨	15737.5257	14811.7889	10625.0	500.0	g
202109	202137	0801	수박	64129.9948	34193.5456	18755.0	1.0	개
202109	202137	1207	건고추	35356.9380	22036.1097	16045.0	600.0	g
202109	202137	0704	호두	70129.8753	449550.4827	1560.0	100.0	g
202109	202137	1705	팽이버섯	52529.4171	1014081.4112	518.0	150.0	g
202109	202137	1202	대파	141777.7065	636345.1818	2228.0	1.0	kg
202109	202137	0634	아보카도	39892.0888				
202109	202137	1011	깻잎	102500.6601	325398.9210	3150.0	100.0	g
202109	202137	0303	녹두	43359.0199	38914.9344	11142.0	500.0	g
202109	202137	0104	찹쌀	166981.4416	332566.1056	5021.0	1.0	kg
202109	202137	1206	꽈리고추	19318.7229				
202109	202137	1326	파프리카	118665.5742	638673.7040	1858.0	200.0	g
202109	202137	0103	쌀	1944556.1869	347440.7138	55968.0	20.0	kg
202109	202137	1201	양파	188582.9718	1039024.6380	1815.0	1.0	kg
202109	202137	0302	팥	9373.4117	10416.0592	8999.0	500.0	g
202109	202137	0636	망고	42954.5769				
202109	202137	0603	포도	1303207.5275	674119.3500	19332.0	1.0	kg
202109	202137	1306	브로콜리	29388.1212				
202109	202137	0614	감귤	361513.7211	457033.7814	7910.0	10.0	개
202109	202137	0501	감자	61006.5332	2251163.5867	271.0	100.0	g
202109	202137	1603	땅콩	18566.1920	102462.4283	1812.0	100.0	g
202109	202137	0601	사과	871729.2793	418175.8032	20846.0	10.0	개
202109	202137	1711	새송이버섯	135938.1127	2609176.8273	521.0	100.0	g
202109	202137	0502	고구마	141958.2318	268098.6436	5295.0	1.0	kg
202109	202137	0805	멜론	104012.2572	112397.0793	9254.0	1.0	개
202109	202137	0902	호박	165329.6076	739729.7879	2235.0	1.0	개
202109	202137	0611	참다래	246038.9505	359863.9030	6837.0	10.0	개
202109	202137	1205	풋고추	23234.4596	229362.8786	1013.0	100.0	g
202109	202137	1006	열무	18035.2758	49711.3445	3628.0	1.0	kg
202109	202137	0604	복숭아	253872.3378				
202109	202137	1203	쪽파	106862.8266	154537.7102	6915.0	1.0	kg
202109	202137	0802	참외	30790.3470	12610.2089	24417.0	10.0	개
202109	202137	0803	토마토	121498.7287	251342.0122	4834.0	1.0	kg
202109	202137	0301	콩	58585.3788	127831.9415	4583.0	500.0	g
202109	202137	0901	오이	133429.5710	148883.6990	8962.0	10.0	개
202109	202137	0613	파인애플	33845.6928	61126.4092	5537.0	1.0	개
202109	202137	1208	붉은고추	11204.7641	110066.4450	1018.0	100.0	g
202109	202137	1005	상추	180577.5845	895278.0590	2017.0	100.0	g
202109	202137	1002	얼갈이배추	25718.2752	66870.1903	3846.0	1.0	kg
202109	202137	1004	양배추	61351.6271	202013.9187	3037.0	1.0	포기
202109	202137	0804	딸기	840.8367				
202109	202137	1009	미나리	36327.7514	336056.9047	1081.0	100.0	g
202109	202137	0602	배	867380.5833	273880.8283	31670.0	10.0	개
202109	202137	1210	생강	20753.6217	20558.3177	10095.0	1.0	kg
202109	202137	1013	갓	226.5882				
202109	202137	1001	배추	163706.1239	324491.8214	5045.0	1.0	포기
202109	202137	1103	당근	114025.1445	388104.6443	2938.0	1.0	kg
202109	202137	0618	오렌지	43225.9634	37415.3583	11553.0	10.0	개
202109	202137	1008	시금치	206540.4204	141903.4149	14555.0	1.0	kg
202109	202137	0631	아몬드	91958.2800	672701.3899	1367.0	100.0	g
202109	202137	0806	방울토마토	116826.0150	115956.3424	10075.0	1.0	kg
202109	202137	0657	체리	1291.7497				
202109	202137	0617	레몬	20580.1736	23772.8700	8657.0	10.0	개
202109	202137	1209	마늘	205191.9388	197091.4790	10411.0	1.0	kg
202109	202137	1601	참깨	26088.3787	24489.2319	10653.0	500.0	g
202109	202137	0612	바나나	282630.7142	10058032.5338	281.0	100.0	g
202109	202137	1101	무	131915.2001	701676.5963	1880.0	1.0	개
202109	202137	1302	피망	36950.4233	343086.5673	1077.0	100.0	g
202109	202137	1701	느타리버섯	92356.8588	1249754.5169	739.0	100.0	g
202109	202138	1103	당근	59512.5181	201123.7516	2959.0	1.0	kg
202109	202138	1603	땅콩	10294.4215	56969.6818	1807.0	100.0	g
202109	202138	1302	피망	15117.9021	148360.1776	1019.0	100.0	g
202109	202138	0501	감자	48322.3176	1757175.1855	275.0	100.0	g
202109	202138	1011	깻잎	65828.1866	212829.5719	3093.0	100.0	g
202109	202138	0657	체리	646.5206				
202109	202138	1202	대파	91517.9526	383723.0717	2385.0	1.0	kg
202109	202138	1001	배추	71754.5457	132731.3091	5406.0	1.0	포기
202109	202138	1701	느타리버섯	41618.3465	549054.7032	758.0	100.0	g
202109	202138	1208	붉은고추	5172.0242	50508.0488	1024.0	100.0	g
202109	202138	0613	파인애플	23409.5937	42179.4481	5550.0	1.0	개
202109	202138	1705	팽이버섯	34369.8992	634130.9815	542.0	150.0	g
202109	202138	1013	갓	105.2679				
202109	202138	0803	토마토	107590.7423	220247.1695	4885.0	1.0	kg
202109	202138	0802	참외	9338.2613	3695.9793	25266.0	10.0	개
202109	202138	0636	망고	13930.0703				
202109	202138	0502	고구마	79159.3615	147685.3759	5360.0	1.0	kg
202109	202138	1004	양배추	42064.1899	136572.0451	3080.0	1.0	포기
202109	202138	1209	마늘	122753.9088	117265.8663	10468.0	1.0	kg
202109	202138	0804	딸기	337.2595				
202109	202138	1205	풋고추	11783.0826	118542.0785	994.0	100.0	g
202109	202138	1306	브로콜리	24452.5903				
202109	202138	1711	새송이버섯	68793.3287	1300440.9962	529.0	100.0	g
202109	202138	1002	얼갈이배추	12993.1845	35040.9506	3708.0	1.0	kg
202109	202138	1005	상추	137794.9130	701603.4267	1964.0	100.0	g
202109	202138	0617	레몬	16664.8220	19404.7764	8588.0	10.0	개
202109	202138	1601	참깨	13355.4069	12619.6796	10583.0	500.0	g
202109	202138	1009	미나리	18656.9021	197636.6748	944.0	100.0	g
202109	202138	0301	콩	34111.2638	74026.1801	4608.0	500.0	g
202109	202138	0902	호박	94829.0614	512035.9687	1852.0	1.0	개
202109	202138	1101	무	57611.0398	310237.1556	1857.0	1.0	개
202109	202138	0634	아보카도	26999.1927				
202109	202138	1206	꽈리고추	9826.4172				
202109	202138	1201	양파	112739.4411	619788.0214	1819.0	1.0	kg
202109	202138	1326	파프리카	67534.8839	392644.6738	1720.0	200.0	g
202109	202138	0103	쌀	864379.3074	156777.9061	55134.0	20.0	kg
202109	202138	0901	오이	84480.3794	112013.2318	7542.0	10.0	개
202109	202138	0806	방울토마토	101029.3614	102724.3126	9835.0	1.0	kg
202109	202138	0303	녹두	6159.8979	5545.4608	11108.0	500.0	g
202109	202138	0631	아몬드	61667.7549	380430.3202	1621.0	100.0	g
202109	202138	1207	건고추	19271.6645	12204.9807	15790.0	600.0	g
202109	202138	1008	시금치	82632.9037	54093.2860	15276.0	1.0	kg
202109	202138	1203	쪽파	38417.1225	52676.7071	7293.0	1.0	kg
202109	202138	0604	복숭아	153450.7897				
202109	202138	0611	참다래	144888.1459	202810.9545	7144.0	10.0	개
202109	202138	0302	팥	6757.3048	7526.5146	8978.0	500.0	g
202109	202138	0805	멜론	35440.4874	37924.5451	9345.0	1.0	개
202109	202138	0602	배	181928.2415	53986.2434	33699.0	10.0	개
202109	202138	0601	사과	279807.0340	127602.6240	21928.0	10.0	개
202109	202138	1210	생강	10418.9773	10299.5031	10116.0	1.0	kg
202109	202138	0612	바나나	217831.5381	7670124.5810	284.0	100.0	g
202109	202138	0618	오렌지	23952.3338				
202109	202138	0614	감귤	248154.6063	310814.8877	7984.0	10.0	개
202109	202138	0704	호두	45287.8982	272490.3622	1662.0	100.0	g
202109	202138	0104	찹쌀	73891.9072	145542.4605	5077.0	1.0	kg
202109	202138	0801	수박	20432.5782	10739.2927	19026.0	1.0	개
202109	202138	0603	포도	772167.0072	392560.7561	19670.0	1.0	kg
202109	202138	1006	열무	7162.2584	20238.0853	3539.0	1.0	kg
202109	202139	1011	깻잎	61764.5957	223703.7150	2761.0	100.0	g
202109	202139	0657	체리	355.7877				
202109	202139	0704	호두	65473.2133	401676.1552	1630.0	100.0	g
202109	202139	1202	대파	94987.9387	399949.2156	2375.0	1.0	kg
202109	202139	0618	오렌지	22289.9993	20265.4780	10999.0	10.0	개
202109	202139	0303	녹두	5727.6722	5137.8473	11148.0	500.0	g
202109	202139	0806	방울토마토	120381.9055	124515.8311	9668.0	1.0	kg
202109	202139	0631	아몬드	92702.9338	584876.5539	1585.0	100.0	g
202109	202139	1207	건고추	39652.5948	25039.5269	15836.0	600.0	g
202109	202139	1013	갓	219.6772				
202109	202139	0804	딸기	1065.9770				
202109	202139	1004	양배추	53118.8498	175948.4922	3019.0	1.0	포기
202109	202139	0502	고구마	93906.3856	178427.4855	5263.0	1.0	kg
202109	202139	1210	생강	11785.0650	11782.7085	10002.0	1.0	kg
202109	202139	0802	참외	8098.0817	3092.8777	26183.0	10.0	개
202109	202139	0803	토마토	146354.4364	306887.0547	4769.0	1.0	kg
202109	202139	0603	포도	644012.4706	328192.6671	19623.0	1.0	kg
202109	202139	1208	붉은고추	5089.8359	50695.5767	1004.0	100.0	g
202109	202139	1705	팽이버섯	40081.6121	749189.0112	535.0	150.0	g
202109	202139	0613	파인애플	28701.6529	51714.6899	5550.0	1.0	개
202109	202139	1103	당근	65726.7645	221526.0010	2967.0	1.0	kg
202109	202139	0901	오이	99135.1207	148294.8702	6685.0	10.0	개
202109	202139	1101	무	53316.1418	296695.2799	1797.0	1.0	개
202109	202139	1005	상추	121481.5497	899197.2591	1351.0	100.0	g
202109	202139	0617	레몬	18549.2858	20498.7134	9049.0	10.0	개
202109	202139	1601	참깨	12365.0043	11950.3279	10347.0	500.0	g
202109	202139	1205	풋고추	11726.8297	129435.2064	906.0	100.0	g
202109	202139	0301	콩	49098.5076	107248.8152	4578.0	500.0	g
202109	202139	0902	호박	115601.7515	860772.5354	1343.0	1.0	개
202109	202139	1002	얼갈이배추	12212.4134	36906.6588	3309.0	1.0	kg
202109	202139	0104	찹쌀	104626.0149	207426.6751	5044.0	1.0	kg
202109	202139	0634	아보카도	36434.9440				
202109	202139	1206	꽈리고추	10767.0911				
202109	202139	1326	파프리카	76019.9922	471003.6691	1614.0	200.0	g
202109	202139	1201	양파	130960.1526	717196.8927	1826.0	1.0	kg
202109	202139	0103	쌀	1026617.1529	186732.3571	54978.0	20.0	kg
202109	202139	1001	배추	71044.5740	143004.3760	4968.0	1.0	포기
202109	202139	0614	감귤	306791.9172	390767.9496	7851.0	10.0	개
202109	202139	1203	쪽파	26849.6149	40109.9715	6694.0	1.0	kg
202109	202139	0604	복숭아	104170.3361				
202109	202139	0801	수박	6782.3713	3489.9513	19434.0	1.0	개
202109	202139	0611	참다래	157339.8066	221792.7919	7094.0	10.0	개
202109	202139	0302	팥	9839.7707	10964.7545	8974.0	500.0	g
202109	202139	0602	배	86883.6573	26165.8357	33205.0	10.0	개
202109	202139	1008	시금치	49341.9474	38900.9361	12684.0	1.0	kg
202109	202139	0805	멜론	23556.8856	26888.3525	8761.0	1.0	개
202109	202139	0601	사과	281445.1293	133026.9553	21157.0	10.0	개
202109	202139	1009	미나리	15764.9819	146107.3392	1079.0	100.0	g
202109	202139	1306	브로콜리	32040.0891				
202109	202139	0612	바나나	293919.3455	10349272.7289	284.0	100.0	g
202109	202139	1711	새송이버섯	69624.7858	1306281.1595	533.0	100.0	g
202109	202139	0501	감자	61104.4653	2230089.9745	274.0	100.0	g
202109	202139	1006	열무	7176.2140	22217.3808	3230.0	1.0	kg
202109	202139	0636	망고	9899.5928				
202109	202139	1302	피망	14263.1628	150138.5558	950.0	100.0	g
202109	202139	1209	마늘	143108.9420	136658.6536	10472.0	1.0	kg
202109	202139	1701	느타리버섯	34397.2062	483786.3038	711.0	100.0	g
202109	202139	1603	땅콩	11649.2607	64538.8404	1805.0	100.0	g
202110	202140	0617	레몬	16112.9653	17685.1776	9111.0	10.0	개
202110	202140	0614	감귤	326758.5890	438425.5857	7453.0	10.0	개
202110	202140	1011	깻잎	53010.4369	242056.7895	2190.0	100.0	g
202110	202140	1005	상추	105143.9940	1090705.3320	964.0	100.0	g
202110	202140	0657	체리	650.3309				
202110	202140	1302	피망	14195.0278	168187.5332	844.0	100.0	g
202110	202140	0704	호두	61588.0695	399922.5292	1540.0	100.0	g
202110	202140	0603	포도	598699.1408	302098.6683	19818.0	1.0	kg
202110	202140	1210	생강	15572.4020	17544.3916	8876.0	1.0	kg
202110	202140	0902	호박	94787.7154	931117.0472	1018.0	1.0	개
202110	202140	1603	땅콩	11376.0435	63095.0832	1803.0	100.0	g
202110	202140	0802	참외	4883.7616				
202110	202140	1101	무	51336.1894	301445.6218	1703.0	1.0	개
202110	202140	0803	토마토	136756.2512	280066.0479	4883.0	1.0	kg
202110	202140	1013	갓	331.2652				
202110	202140	1208	붉은고추	4569.0119	47893.2065	954.0	100.0	g
202110	202140	0618	오렌지	21474.0049	19935.0213	10772.0	10.0	개
202110	202140	1601	참깨	12102.4413	11709.0183	10336.0	500.0	g
202110	202140	0301	콩	49509.3968	108217.2608	4575.0	500.0	g
202110	202140	1705	팽이버섯	34261.7188	686607.5912	499.0	150.0	g
202110	202140	0613	파인애플	27725.5594	48607.2219	5704.0	1.0	개
202110	202140	1103	당근	63066.9814	213136.1318	2959.0	1.0	kg
202110	202140	1205	풋고추	10788.2892	136907.2234	788.0	100.0	g
202110	202140	1006	열무	5119.5269	18562.4616	2758.0	1.0	kg
202110	202140	1009	미나리	14884.9961	154890.6982	961.0	100.0	g
202110	202140	1008	시금치	46892.6370	49758.7404	9424.0	1.0	kg
202110	202140	0901	오이	87282.3106	134508.1070	6489.0	10.0	개
202110	202140	1203	쪽파	26790.5602	45147.5568	5934.0	1.0	kg
202110	202140	0801	수박	4919.1282	2626.6169	18728.0	1.0	개
202110	202140	0601	사과	323811.9228	171084.6530	18927.0	10.0	개
202110	202140	1306	브로콜리	31860.7828				
202110	202140	0604	복숭아	33475.9885				
202110	202140	0611	참다래	152153.7702	240407.2842	6329.0	10.0	개
202110	202140	0805	멜론	22967.3568	25984.1122	8839.0	1.0	개
202110	202140	0636	망고	10390.1192				
202110	202140	0302	팥	8483.8644	9455.9345	8972.0	500.0	g
202110	202140	0602	배	86589.0058	27711.1421	31247.0	10.0	개
202110	202140	1002	얼갈이배추	9032.6855	33380.2125	2706.0	1.0	kg
202110	202140	0612	바나나	260175.1042	9128951.0246	285.0	100.0	g
202110	202140	1202	대파	87787.3384	381352.4692	2302.0	1.0	kg
202110	202140	1207	건고추	15974.8482	10161.4708	15721.0	600.0	g
202110	202140	0806	방울토마토	104302.6929	109757.6480	9503.0	1.0	kg
202110	202140	0631	아몬드	85866.9099	566031.0475	1517.0	100.0	g
202110	202140	1209	마늘	145795.0007	140093.2072	10407.0	1.0	kg
202110	202140	0303	녹두	5649.2776	5026.4949	11239.0	500.0	g
202110	202140	1701	느타리버섯	31013.2108	463575.6472	669.0	100.0	g
202110	202140	1711	새송이버섯	61367.5830	1180145.8269	520.0	100.0	g
202110	202140	0502	고구마	82846.8455	163148.5733	5078.0	1.0	kg
202110	202140	1201	양파	129433.5915	711955.9488	1818.0	1.0	kg
202110	202140	1001	배추	62881.6772	140517.7144	4475.0	1.0	포기
202110	202140	0634	아보카도	29648.0204				
202110	202140	0103	쌀	981265.4560	179213.4741	54754.0	20.0	kg
202110	202140	1206	꽈리고추	10739.5247				
202110	202140	0804	딸기	816.7238				
202110	202140	0104	찹쌀	101222.7267	202932.4914	4988.0	1.0	kg
202110	202140	1326	파프리카	68725.3399	483981.2669	1420.0	200.0	g
202110	202140	1004	양배추	48132.7921	165518.5423	2908.0	1.0	포기
202110	202140	0501	감자	59577.5158	2174361.8905	274.0	100.0	g
202110	202141	0601	사과	413229.2080	200899.0267	20569.0	10.0	개
202110	202141	1201	양파	153149.3113	835056.2230	1834.0	1.0	kg
202110	202141	1006	열무	4394.5402	17356.0039	2532.0	1.0	kg
202110	202141	1705	팽이버섯	39210.2683	818585.9770	479.0	150.0	g
202110	202141	0604	복숭아	4480.9050				
202110	202141	0634	아보카도	27821.3849				
202110	202141	0502	고구마	92629.7149	184521.3444	5020.0	1.0	kg
202110	202141	1103	당근	68506.8080	232699.7554	2944.0	1.0	kg
202110	202141	0704	호두	71175.9672	501239.2056	1420.0	100.0	g
202110	202141	0618	오렌지	30424.9999	30177.5440	10082.0	10.0	개
202110	202141	0303	녹두	6029.4949	5351.4644	11267.0	500.0	g
202110	202141	1205	풋고추	11602.7336	144492.3238	803.0	100.0	g
202110	202141	0613	파인애플	32136.9401	55284.6036	5813.0	1.0	개
202110	202141	1711	새송이버섯	70329.2630	1365616.7573	515.0	100.0	g
202110	202141	1326	파프리카	74120.5241	543405.6019	1364.0	200.0	g
202110	202141	0603	포도	610732.2955	347520.3684	17574.0	1.0	kg
202110	202141	1008	시금치	59420.7412	67469.9003	8807.0	1.0	kg
202110	202141	1206	꽈리고추	11732.5674				
202110	202141	0657	체리	437.4651				
202110	202141	0801	수박	6227.0470	3406.6672	18279.0	1.0	개
202110	202141	0804	딸기	982.7398				
202110	202141	1203	쪽파	33301.5854	53487.9303	6226.0	1.0	kg
202110	202141	0901	오이	92995.2734	137363.7716	6770.0	10.0	개
202110	202141	0612	바나나	288585.5030	10161461.3732	284.0	100.0	g
202110	202141	1005	상추	119846.1162	1196069.0240	1002.0	100.0	g
202110	202141	1701	느타리버섯	38932.4725	590781.0698	659.0	100.0	g
202110	202141	1011	깻잎	57347.8304	272565.7338	2104.0	100.0	g
202110	202141	1002	얼갈이배추	8634.6156	37106.2123	2327.0	1.0	kg
202110	202141	1001	배추	70181.5362	183962.0870	3815.0	1.0	포기
202110	202141	1009	미나리	17121.3300	186506.8627	918.0	100.0	g
202110	202141	1202	대파	102279.8204	458653.9031	2230.0	1.0	kg
202110	202141	1013	갓	386.7266				
202110	202141	0902	호박	93236.4495	806543.6808	1156.0	1.0	개
