연월	연도주차	품목코드	품목	매출액(만원)	추정판매량(개/100g)	평균가격(원/100g)	단위량(UNIT_QY)	단위명(UNIT_CODE_NM)
202101	202103	1701	느타리버섯	50846.9829	756651.5313	672.0	100.0	g
202101	202103	0634	아보카도	38651.4479				
202101	202103	0803	토마토	129524.3470	250240.2376	5176.0	1.0	kg
202101	202103	1209	마늘	173511.3794	200452.1481	8656.0	1.0	kg
202101	202103	1101	무	80627.0878	419059.7079	1924.0	1.0	개
202101	202103	0805	멜론	10472.3619	9063.0566	11555.0	1.0	개
202101	202103	1203	쪽파	31900.4470	25678.5374	12423.0	1.0	kg
202101	202103	1603	땅콩	12921.7916	71155.2401	1816.0	100.0	g
202101	202103	0804	딸기	1180733.2365	8065117.7357	1464.0	100.0	g
202101	202103	0636	망고	41256.9604	69796.9217	5911.0	1.0	개
202101	202104	0501	감자	151100.3175	4341963.1466	348.0	100.0	g
202101	202104	0502	고구마	229887.0691	396562.1340	5797.0	1.0	kg
202101	202104	0631	아몬드	129328.3740	844731.3782	1531.0	100.0	g
202101	202104	0601	사과	400735.1202	140925.2779	28436.0	10.0	개
202101	202104	1009	미나리	31420.5785	358682.4030	876.0	100.0	g
202101	202104	1302	피망	17848.9805	114710.6716	1556.0	100.0	g
202101	202104	0802	참외	6669.3206				
202101	202104	1306	브로콜리	54262.1488				
202101	202104	1601	참깨	19222.2878	18742.4803	10256.0	500.0	g
202101	202104	1209	마늘	182523.7874	215698.1652	8462.0	1.0	kg
202101	202104	0301	콩	65789.8807	151450.0016	4344.0	500.0	g
202101	202104	1603	땅콩	15910.3650	87612.1421	1816.0	100.0	g
202101	202104	0805	멜론	11363.4724	9783.4459	11615.0	1.0	개
202101	202104	0302	팥	16925.6763	18949.4809	8932.0	500.0	g
202101	202104	0704	호두	91641.6807	566388.6323	1618.0	100.0	g
202101	202104	1701	느타리버섯	51686.4958	740494.2092	698.0	100.0	g
202101	202104	1326	파프리카	131442.6236	764645.8615	1719.0	200.0	g
202101	202104	1705	팽이버섯	57097.5366	1165255.8490	490.0	150.0	g
202101	202104	1206	꽈리고추	18309.1292				
202101	202104	0303	녹두	12430.1508	12258.5314	10140.0	500.0	g
202101	202104	1711	새송이버섯	83328.6580	1602474.1923	520.0	100.0	g
202101	202104	1011	깻잎	66328.9623	328361.1995	2020.0	100.0	g
202101	202104	0657	체리	156176.3902				
202101	202104	0618	오렌지	98001.1305	65763.7435	14902.0	10.0	개
202101	202104	1006	열무	2359.7424	8778.8036	2688.0	1.0	kg
202101	202104	0806	방울토마토	166551.9363	199942.3005	8330.0	1.0	kg
202101	202104	1002	얼갈이배추	5886.2815	22832.7444	2578.0	1.0	kg
202101	202104	1103	당근	86940.2645	283100.8287	3071.0	1.0	kg
202101	202104	0617	레몬	16679.1065	18462.5930	9034.0	10.0	개
202101	202104	1101	무	85131.9769	447591.8870	1902.0	1.0	개
202101	202104	1013	갓	226.0570				
202101	202104	0804	딸기	1257865.8305	8952781.7117	1405.0	100.0	g
202101	202104	0613	파인애플	39015.0943	71957.0164	5422.0	1.0	개
202101	202104	0636	망고	47901.2288	85263.8462	5618.0	1.0	개
202101	202104	0803	토마토	141659.6577	266578.2042	5314.0	1.0	kg
202101	202104	0634	아보카도	49939.2135				
202101	202104	0801	수박	6323.0040	3873.9150	16322.0	1.0	개
202101	202104	0902	호박	151221.3229	705981.8996	2142.0	1.0	개
202101	202104	0901	오이	101508.7046	97174.7124	10446.0	10.0	개
202101	202104	1210	생강	12307.1372	13253.4323	9286.0	1.0	kg
202101	202104	0604	복숭아	200.6290				
202101	202104	1203	쪽파	37128.4593	29077.0298	12769.0	1.0	kg
202101	202104	1001	배추	102531.7525	384878.9508	2664.0	1.0	포기
202101	202104	0603	포도	121808.6706	36268.7720	33585.0	2.0	kg
202101	202104	1202	대파	221888.0691	500649.9754	4432.0	1.0	kg
202101	202104	0614	감귤	659614.0867	2519534.3266	2618.0	10.0	개
202101	202104	1201	양파	305424.0509	1012679.2139	3016.0	1.0	kg
202101	202104	1004	양배추	102547.9998	225628.1624	4545.0	1.0	포기
202101	202104	0602	배	188998.0599	47135.2121	40097.0	10.0	개
202101	202104	1208	붉은고추	6385.4931	49119.1777	1300.0	100.0	g
202101	202104	1008	시금치	130497.5898	175399.9863	7440.0	1.0	kg
202101	202104	0612	바나나	341435.0226	12933144.7955	264.0	100.0	g
202101	202104	1205	풋고추	18907.9838	137813.2930	1372.0	100.0	g
202101	202104	0611	참다래	74953.5326	105286.6029	7119.0	10.0	개
202101	202104	1207	건고추	3868.5731	1879.3165	20585.0	600.0	g
202101	202104	1005	상추	121718.0635	1174884.7828	1036.0	100.0	g
202101	202104	0103	쌀	1148693.4762	190171.5935	60403.0	20.0	kg
202101	202104	0104	찹쌀	144034.4672	290450.6296	4959.0	1.0	kg
202102	202105	0611	참다래	88059.4555	122611.3276	7182.0	10.0	개
202102	202105	0634	아보카도	44866.0478				
202102	202105	1006	열무	2669.1216	8947.7761	2983.0	1.0	kg
202102	202105	0803	토마토	130522.7953	237227.9086	5502.0	1.0	kg
202102	202105	0804	딸기	1054345.6142	7590681.1677	1389.0	100.0	g
202102	202105	1011	깻잎	67183.0726	349911.8365	1920.0	100.0	g
202102	202105	0704	호두	85449.4053	526815.0758	1622.0	100.0	g
202102	202105	0631	아몬드	115915.4863	760101.5495	1525.0	100.0	g
202102	202105	0801	수박	9830.8566	5783.5372	16998.0	1.0	개
202102	202105	1205	풋고추	22894.8657	150624.1164	1520.0	100.0	g
202102	202105	1101	무	90017.5950	481120.2298	1871.0	1.0	개
202102	202105	0802	참외	18953.3354				
202102	202105	1103	당근	90400.1722	288634.0109	3132.0	1.0	kg
202102	202105	0657	체리	128255.1990				
202102	202105	1005	상추	118769.5319	1179439.2443	1007.0	100.0	g
202102	202105	0104	찹쌀	156147.4008	314813.3081	4960.0	1.0	kg
202102	202105	0603	포도	123390.4586	36675.3236	33644.0	2.0	kg
202102	202105	0601	사과	509131.0969	169552.1170	30028.0	10.0	개
202102	202105	1601	참깨	20174.1955	19353.6027	10424.0	500.0	g
202102	202105	1705	팽이버섯	54338.4657	1057168.5934	514.0	150.0	g
202102	202105	1711	새송이버섯	90687.0395	1695084.8505	535.0	100.0	g
202102	202105	1013	갓	148.8196				
202102	202105	0502	고구마	206959.9507	356765.9898	5801.0	1.0	kg
202102	202105	1008	시금치	137211.9751	178941.0213	7668.0	1.0	kg
202102	202105	1001	배추	105091.7815	360644.4115	2914.0	1.0	포기
202102	202105	0805	멜론	15713.8764	13583.9180	11568.0	1.0	개
202102	202105	0636	망고	59334.2355	115864.5489	5121.0	1.0	개
202102	202105	1209	마늘	183618.7549	218984.8001	8385.0	1.0	kg
202102	202105	1202	대파	239928.7220	476616.4521	5034.0	1.0	kg
202102	202105	1206	꽈리고추	19844.4963				
202102	202105	0301	콩	67565.4375	155537.3791	4344.0	500.0	g
202102	202105	1201	양파	298634.3741	961475.7698	3106.0	1.0	kg
202102	202105	0617	레몬	14574.0598	16390.0807	8892.0	10.0	개
202102	202105	1326	파프리카	147733.1157	828100.4243	1784.0	200.0	g
202102	202105	1603	땅콩	17955.6194	98874.5562	1816.0	100.0	g
202102	202105	0612	바나나	308946.3828	11974666.0000	258.0	100.0	g
202102	202105	0901	오이	104431.3106	95240.5933	10965.0	10.0	개
202102	202105	1203	쪽파	51292.6597	47352.8985	10832.0	1.0	kg
202102	202105	1302	피망	21616.1971	123029.0102	1757.0	100.0	g
202102	202105	0302	팥	14582.0933	16325.6754	8932.0	500.0	g
202102	202105	0602	배	517614.9944	123241.6653	42000.0	10.0	개
202102	202105	0613	파인애플	37363.3588	68961.5334	5418.0	1.0	개
202102	202105	1009	미나리	36663.0340	422385.1843	868.0	100.0	g
202102	202105	1701	느타리버섯	58928.0523	811681.1612	726.0	100.0	g
202102	202105	1210	생강	14062.1114	14991.5900	9380.0	1.0	kg
202102	202105	0604	복숭아	79.4304				
202102	202105	0103	쌀	1200390.0540	197673.1637	60726.0	20.0	kg
202102	202105	1306	브로콜리	54944.7774				
202102	202105	1002	얼갈이배추	6043.2050	22566.1128	2678.0	1.0	kg
202102	202105	0806	방울토마토	164325.6928	196891.5562	8346.0	1.0	kg
202102	202105	1004	양배추	91145.8159	207621.4485	4390.0	1.0	포기
202102	202105	0618	오렌지	169257.8931	117728.2417	14377.0	10.0	개
202102	202105	0902	호박	146963.7060	646562.7189	2273.0	1.0	개
202102	202105	1207	건고추	4099.0512	1991.2806	20585.0	600.0	g
202102	202105	0614	감귤	777078.6565	2950184.7248	2634.0	10.0	개
202102	202105	0303	녹두	22930.7508	22463.5098	10208.0	500.0	g
202102	202105	1208	붉은고추	7902.4126	61306.5369	1289.0	100.0	g
202102	202105	0501	감자	142658.2249	3951751.3823	361.0	100.0	g
202102	202106	1008	시금치	229229.3273	294828.7168	7775.0	1.0	kg
202102	202106	0502	고구마	177358.9561	307754.5655	5763.0	1.0	kg
202102	202106	0602	배	643656.1676	153521.9595	41926.0	10.0	개
202102	202106	1210	생강	15740.6731	16740.0543	9403.0	1.0	kg
202102	202106	1005	상추	122950.8700	1233208.3250	997.0	100.0	g
202102	202106	0612	바나나	273662.9229	10366019.8068	264.0	100.0	g
202102	202106	1009	미나리	51234.9541	550913.4849	930.0	100.0	g
202102	202106	1002	얼갈이배추	6097.3197	23210.2006	2627.0	1.0	kg
202102	202106	0806	방울토마토	141611.8095	171609.0760	8252.0	1.0	kg
202102	202106	0601	사과	648561.7168	211085.9941	30725.0	10.0	개
202102	202106	0603	포도	236166.7235	65826.7758	35877.0	2.0	kg
202102	202106	0805	멜론	23473.8828	20316.6720	11554.0	1.0	개
202102	202106	1001	배추	102148.4604	327503.8807	3119.0	1.0	포기
202102	202106	1004	양배추	63489.2526	152179.4166	4172.0	1.0	포기
202102	202106	1011	깻잎	84098.1036	426460.9716	1972.0	100.0	g
202102	202106	1203	쪽파	126060.7837	121049.3410	10414.0	1.0	kg
202102	202106	0901	오이	118730.6365	95488.6895	12434.0	10.0	개
202102	202106	1201	양파	305312.1160	976998.7712	3125.0	1.0	kg
202102	202106	1101	무	91153.1814	490598.3929	1858.0	1.0	개
202102	202106	0902	호박	160619.6038	644540.9462	2492.0	1.0	개
202102	202106	0303	녹두	26972.5386	26294.1495	10258.0	500.0	g
202102	202106	0802	참외	55018.8308				
202102	202106	0301	콩	60072.3020	138287.9880	4344.0	500.0	g
202102	202106	0804	딸기	1223892.7802	7916512.1617	1546.0	100.0	g
202102	202106	0704	호두	69559.0171	428582.9766	1623.0	100.0	g
202102	202106	1202	대파	273376.2520	486261.5653	5622.0	1.0	kg
202102	202106	1603	땅콩	14976.6516	82515.9868	1815.0	100.0	g
202102	202106	0657	체리	121825.2706				
202102	202106	0636	망고	44707.5695	88899.5218	5029.0	1.0	개
202102	202106	0501	감자	111603.9365	2992062.6408	373.0	100.0	g
202102	202106	1601	참깨	24294.6678	23228.4805	10459.0	500.0	g
202102	202106	0631	아몬드	99679.6587	653637.1062	1525.0	100.0	g
202102	202106	0801	수박	39355.7072	22113.6749	17797.0	1.0	개
202102	202106	0611	참다래	143531.1204	198796.5657	7220.0	10.0	개
202102	202106	1705	팽이버섯	52898.8031	981424.9184	539.0	150.0	g
202102	202106	1103	당근	110405.2485	352169.8517	3135.0	1.0	kg
202102	202106	0302	팥	11685.1324	13080.8602	8933.0	500.0	g
202102	202106	1207	건고추	3367.2995	1638.3494	20553.0	600.0	g
202102	202106	0614	감귤	971129.6766	3587475.7170	2707.0	10.0	개
202102	202106	1208	붉은고추	12599.6268	96106.9931	1311.0	100.0	g
202102	202106	1013	갓	78.9512				
202102	202106	1302	피망	33361.2019	164909.5497	2023.0	100.0	g
202102	202106	0617	레몬	19006.2386	21139.1821	8991.0	10.0	개
202102	202106	1701	느타리버섯	103021.2941	1309038.0445	787.0	100.0	g
202102	202106	0104	찹쌀	107229.5876	216058.0044	4963.0	1.0	kg
202102	202106	0604	복숭아	75.2091				
202102	202106	1326	파프리카	163196.2814	834763.5877	1955.0	200.0	g
202102	202106	1306	브로콜리	39057.9273				
202102	202106	0103	쌀	1104795.6569	183584.9145	60179.0	20.0	kg
202102	202106	0613	파인애플	34306.9712	64221.2115	5342.0	1.0	개
202102	202106	1206	꽈리고추	23431.0897				
202102	202106	0634	아보카도	41340.2817				
202102	202106	0618	오렌지	200036.5239	134695.6595	14851.0	10.0	개
202102	202106	1209	마늘	194196.6073	222676.9950	8721.0	1.0	kg
202102	202106	1205	풋고추	33270.8515	198750.6063	1674.0	100.0	g
202102	202106	1711	새송이버섯	120940.9234	2155809.6863	561.0	100.0	g
202102	202106	1006	열무	2745.8033	8999.6831	3051.0	1.0	kg
202102	202106	0803	토마토	121613.1589	219756.3406	5534.0	1.0	kg
202102	202107	1011	깻잎	58933.4403	293493.2286	2008.0	100.0	g
202102	202107	1603	땅콩	28037.0153	155071.9873	1808.0	100.0	g
202102	202107	0617	레몬	19355.5112	21105.1262	9171.0	10.0	개
202102	202107	0618	오렌지	112662.9437	73626.2866	15302.0	10.0	개
202102	202107	1008	시금치	95099.3042	124622.3355	7631.0	1.0	kg
202102	202107	1701	느타리버섯	44398.9545	604890.3883	734.0	100.0	g
202102	202107	0501	감자	140872.7943	3716960.2718	379.0	100.0	g
202102	202107	1326	파프리카	136258.5702	696262.4946	1957.0	200.0	g
202102	202107	0602	배	72061.6669	16940.5395	42538.0	10.0	개
202102	202107	0604	복숭아	393.6902				
202102	202107	0805	멜론	7950.3309	7163.1056	11099.0	1.0	개
202102	202107	1002	얼갈이배추	6638.4550	23683.3928	2803.0	1.0	kg
202102	202107	1601	참깨	15177.8857	14527.0728	10448.0	500.0	g
202102	202107	0601	사과	245496.8826	83202.3597	29506.0	10.0	개
202102	202107	0804	딸기	1135628.6008	8762566.3642	1296.0	100.0	g
202102	202107	0704	호두	85295.1224	525539.8792	1623.0	100.0	g
202102	202107	0612	바나나	303731.2853	10770612.9539	282.0	100.0	g
202102	202107	1209	마늘	151663.3655	173547.7349	8739.0	1.0	kg
202102	202107	0611	참다래	64717.7113	88971.2831	7274.0	10.0	개
202102	202107	1202	대파	221971.6081	389492.2058	5699.0	1.0	kg
202102	202107	0614	감귤	369660.2091	1392841.7826	2654.0	10.0	개
202102	202107	1205	풋고추	19016.0143	122210.8888	1556.0	100.0	g
202102	202107	0303	녹두	7912.0093	7719.7866	10249.0	500.0	g
202102	202107	1005	상추	108195.3091	1157169.0813	935.0	100.0	g
202102	202107	0302	팥	23698.9745	26352.6904	8993.0	500.0	g
202102	202107	0634	아보카도	40235.8875				
202102	202107	1013	갓	124.2850				
202102	202107	1705	팽이버섯	47079.6531	917732.0292	513.0	150.0	g
202102	202107	0603	포도	85821.2789	24535.7879	34978.0	2.0	kg
202102	202107	0806	방울토마토	177752.2093	223082.5920	7968.0	1.0	kg
202102	202107	0902	호박	137572.5454	638980.7032	2153.0	1.0	개
202102	202107	0301	콩	68051.2086	157089.5859	4332.0	500.0	g
202102	202107	0802	참외	138818.6997				
202102	202107	1207	건고추	4053.8584	1979.0365	20484.0	600.0	g
202102	202107	1103	당근	81755.7800	262795.8213	3111.0	1.0	kg
202102	202107	1001	배추	89411.1809	280373.7250	3189.0	1.0	포기
202102	202107	1302	피망	15940.5579	87154.4992	1829.0	100.0	g
202102	202107	0103	쌀	928794.8609	154197.7722	60234.0	20.0	kg
202102	202107	1206	꽈리고추	16771.4206				
202102	202107	0657	체리	112992.4818				
202102	202107	1004	양배추	79882.4316	196657.8818	4062.0	1.0	포기
202102	202107	0801	수박	7408.2600	3924.9060	18875.0	1.0	개
202102	202107	0803	토마토	166506.9607	302739.9285	5500.0	1.0	kg
202102	202107	1101	무	61753.7475	347126.1804	1779.0	1.0	개
202102	202107	0631	아몬드	115544.8151	755688.7842	1529.0	100.0	g
202102	202107	0636	망고	19433.4017	36847.5573	5274.0	1.0	개
202102	202107	0502	고구마	180675.9534	313619.0825	5761.0	1.0	kg
202102	202107	1006	열무	3086.4901	9835.8512	3138.0	1.0	kg
202102	202107	1009	미나리	40864.2473	449057.6626	910.0	100.0	g
202102	202107	1711	새송이버섯	70218.3006	1286049.4615	546.0	100.0	g
202102	202107	1203	쪽파	30903.8262	33723.0753	9164.0	1.0	kg
202102	202107	1306	브로콜리	44603.1705				
