"item","item2","date","quant","quant_sa_add","quant_sa_mul","price","price_sa_add","price_sa_mul"
"°¨±Ö","°¨±Ö",2021-01-08,3236203,3236203,3236203,2401,2401,2401
"°¨±Ö","°¨±Ö",2021-01-15,2508594.3,2591991.6,2643722.08138586,2468,2353.60000000001,2398.07804442902
"°¨±Ö","°¨±Ö",2021-01-22,2519534.3,2629484.1,2731526.86022331,2618,2374.20000000001,2463.29747126061
"°¨±Ö","°¨±Ö",2021-01-29,2950184.8,3559988.7,3890255.85995194,2634,2264.60000000001,2405.35649700172
"°¨±Ö","°¨±Ö",2021-02-05,3587475.8,4327960.2,5324378.63680429,2707,1687.60000000001,2213.27578974115
"°¨±Ö","°¨±Ö",2021-02-12,1392841.8,2639150.452,2715216.57521805,2654,1491.80000000001,2111.34429151259
"°¨±Ö","°¨±Ö",2021-02-19,1188890.8,2820114.722,3135187.62125672,2561,1241.20000000001,2004.47185707646
"°¨±Ö","°¨±Ö",2021-02-26,1621497,3106924.016,4000185.92725749,2544,1027.20000000002,1915.38828550966
"°¨±Ö","°¨±Ö",2021-03-05,956675,2911977.285,3698910.26730412,3119,461.050000000009,1904.24249166146
"°¨±Ö","°¨±Ö",2021-03-12,487338.91,2731410.82,3062864.71472231,5947,1414.46666666668,2493.62478026405
"°¨±Ö","°¨±Ö",2021-03-19,308418.41,2700983.765,2941100.14964151,6657,3140.30000000002,3139.12529020091
"°¨±Ö","°¨±Ö",2021-03-26,382825.19,2731038.505,3187592.36005186,6571,3054.8,3100.00191950406
"°¨±Ö","°¨±Ö",2021-04-02,226068.59,2672839.1,2659200.81897103,7003,3308.80000000001,3217.60097843267
"°¨±Ö","°¨±Ö",2021-04-09,,,,,,
"°¨±Ö","°¨±Ö",2021-04-16,,,,,,
"°¨±Ö","°¨±Ö",2021-04-23,,,,,,
"°¨±Ö","°¨±Ö",2021-04-30,,,,,,
"°¨±Ö","°¨±Ö",2021-05-07,,,,,,
"°¨±Ö","°¨±Ö",2021-05-14,,,,,,
"°¨±Ö","°¨±Ö",2021-05-21,,,,,,
"°¨±Ö","°¨±Ö",2021-05-28,,,,,,
"°¨±Ö","°¨±Ö",2021-06-04,,,,,,
"°¨±Ö","°¨±Ö",2021-06-11,,,,,,
"°¨±Ö","°¨±Ö",2021-06-18,,,,,,
"°¨±Ö","°¨±Ö",2021-06-25,,,,,,
"°¨±Ö","°¨±Ö",2021-07-02,,,,,,
"°¨±Ö","°¨±Ö",2021-07-09,157368.5,2230642.62,699905.002681075,8323,4547.80000000001,3780.66614692231
"°¨±Ö","°¨±Ö",2021-07-16,151680.3,2035320.7375,524998.374131574,8546,6015.80000000001,4742.41660322991
"°¨±Ö","°¨±Ö",2021-07-23,201877.75,1647612.9,450863.107105822,8395,7157.80000000001,6026.70728473148
"°¨±Ö","°¨±Ö",2021-07-30,195580.78,1379334.23,359289.953695163,8217,7803.80000000001,7208.10235290959
"°¨±Ö","°¨±Ö",2021-08-06,223898.45,1262396.075,365341.621379499,8258,8363.3,8394.89349560733
"°¨±Ö","°¨±Ö",2021-08-13,251399.02,1098187.72,374892.683988945,8170,8394.55000000001,8573.81412791924
"°¨±Ö","°¨±Ö",2021-08-20,287797.28,1374236.655,488992.650404956,7905,8177.55000000001,8418.1936898211
"°¨±Ö","°¨±Ö",2021-08-27,297783.41,995703.060000001,409029.484276087,7884,8107.55000000001,8281.11475100203
"°¨±Ö","°¨±Ö",2021-09-03,280557.19,1075927.09,398677.497183883,7822,8049.55000000001,8234.3007652487
"°¨±Ö","°¨±Ö",2021-09-10,457033.78,1007841.18,577881.713544637,7910,8117.55000000001,8278.74143576598
"°¨±Ö","°¨±Ö",2021-09-17,310814.88,629309.255,352301.771737405,7984,8180.30000000001,8339.42468377987
"°¨±Ö","°¨±Ö",2021-09-24,390767.94,259792.640000001,373686.94202118,7851,7917.80000000001,7889.8431696943
"°¨±Ö","°¨±Ö",2021-10-01,438425.59,702492.156666668,485407.372819509,7453,7615.46666666667,7727.81057078382
"°¨±Ö","°¨±Ö",2021-10-08,592131.56,592131.56,592131.560000001,7073,7073,7073
"°¨±Ö","°¨±Ö",2021-10-15,652626.88,736024.180000001,687781.238106919,6539,6424.60000000001,6353.74081544627
"°¨±Ö","°¨±Ö",2021-10-22,1512096.4,1622046.2,1639323.5574713,3654,3410.20000000001,3438.07828876481
"°¨±Ö","°¨±Ö",2021-10-29,1884377.6,2494181.5,2484831.11999024,2792,2422.60000000001,2549.64135900866
"°¨±Ö","°¨±Ö",2021-11-05,1617079.5,2357563.9,2400000.45263418,2796,1776.60000000001,2286.04326121768
"°¨±Ö","°¨±Ö",2021-11-12,1899876.3,3146184.952,3703633.55021649,2741,1578.80000000001,2180.55565299021
"°¨±Ö","°¨±Ö",2021-11-19,1682264.1,3313488.022,4436247.28360634,2662,1342.20000000001,2083.52365620364
"°¨±Ö","°¨±Ö",2021-11-26,2113300.5,3598727.516,5213450.85446733,2637,1120.20000000002,1985.4083761356
"°¨±Ö","°¨±Ö",2021-12-03,1763959,3719261.285,6820211.72937884,2629,-28.9499999999907,1605.08288251939
"°¨±Ö","°¨±Ö",2021-12-10,2275446,4159086.4375,7875811.4957855,2589,58.8000000000093,1436.7091722165
"°¨±Ö","°¨±Ö",2021-12-17,2398748,3844483.15,5357237.12218843,2555,1317.80000000001,1834.21526057045
"°¨±Ö","°¨±Ö",2021-12-24,3241163,4424916.45,5954150.01509084,2557,2143.80000000001,2243.04706296578
"°¨±Ö","°¨±Ö",2022-01-01,2342960.3,3381457.925,3823076.55470503,2560,2665.30000000001,2602.4373151798
"°¨±Ö","°¨±Ö",2022-01-08,2575848.5,3422637.2,3841171.5276929,2697,2921.55000000001,2830.30314602181
"°¨±Ö","°¨±Ö",2022-01-15,2325426,3411865.375,3951101.35530328,2744,3016.55000000001,2922.14085830096
"°¨±Ö","°¨±Ö",2022-01-22,3919531.5,4617451.15,5383792.0253814,2771,2994.55000000001,2910.57445142398
"°¨±Ö","°¨±Ö",2022-01-29,2040834.9,2836204.8,2900068.07559457,2697,2924.55000000001,2839.15995447146
"°¨±Ö","°¨±Ö",2022-02-05,1486943,2037750.4,1880117.41447909,2713,2920.55000000001,2839.47225224186
"°¨±Ö","°¨±Ö",2022-02-12,1574392,1892886.375,1784538.40758588,2846,3042.30000000001,2972.69572270009
"°¨±Ö","°¨±Ö",2022-02-19,1295801.1,1164825.8,1239159.87203731,2921,2987.80000000001,2935.45177667521
"°¨±Ö","°¨±Ö",2022-02-26,1325839.3,1589905.86666667,1467916.53150049,3177,3339.46666666667,3294.14385930232
"°¨±Ö","°¨±Ö",2022-03-05,833302.63,833302.63,833302.629999999,3287,3287,3287
"°¨±Ö","°¨±Ö",2022-03-12,,,,,,
"°¨±Ö","°¨±Ö",2022-03-19,,,,,,
"°¨±Ö","°¨±Ö",2022-03-26,,,,,,
"°¨±Ö","°¨±Ö",2022-04-02,,,,,,
"°¨±Ö","°¨±Ö",2022-04-09,,,,,,
"°¨±Ö","°¨±Ö",2022-04-16,,,,,,
"°¨±Ö","°¨±Ö",2022-04-23,,,,,,
"°¨±Ö","°¨±Ö",2022-04-30,,,,,,
"°¨±Ö","°¨±Ö",2022-05-07,,,,,,
"°¨±Ö","°¨±Ö",2022-05-14,,,,,,
"°¨±Ö","°¨±Ö",2022-05-21,,,,,,
"°¨±Ö","°¨±Ö",2022-05-28,,,,,,
"°¨±Ö","°¨±Ö",2022-06-04,,,,,,
"°¨±Ö","°¨±Ö",2022-06-11,,,,,,
"°¨±Ö","°¨±Ö",2022-06-18,,,,,,
"°¨±Ö","°¨±Ö",2022-06-25,,,,,,
"°¨±Ö","°¨±Ö",2022-07-02,,,,,,
"°¨±Ö","°¨±Ö",2022-07-09,,,,,,
"°¨±Ö","°¨±Ö",2022-07-16,,,,,,
"°¨±Ö","°¨±Ö",2022-07-23,,,,,,
"°¨±Ö","°¨±Ö",2022-07-30,,,,,,
"°¨±Ö","°¨±Ö",2022-08-06,,,,,,
"°¨±Ö","°¨±Ö",2022-08-13,,,,,,
"°¨±Ö","°¨±Ö",2022-08-20,,,,,,
"°¨±Ö","°¨±Ö",2022-08-27,,,,,,
"°¨±Ö","°¨±Ö",2022-09-03,,,,,,
"°¨±Ö","°¨±Ö",2022-09-10,,,,,,
"°¨±Ö","°¨±Ö",2022-09-17,,,,,,
"°¨±Ö","°¨±Ö",2022-09-24,,,,,,
"°¨±Ö","°¨±Ö",2022-10-01,,,,,,
"°¨±Ö","°¨±Ö",2022-10-08,,,,,,
"°¨±Ö","°¨±Ö",2022-10-15,1001347.2,3317502.84,7777797.17273733,4953,122.133333333332,1959.89009772901
"°¨±Ö","°¨±Ö",2022-10-22,1268868.8,3531647.45000001,8304305.38720826,4295,-350.866666666673,1738.97627533579
"°¨±Ö","°¨±Ö",2022-10-29,1354575.4,3641096.95,9377652.12324482,4011,-459.199999999982,1661.68815739601
"°¨±Ö","°¨±Ö",2022-11-05,1553353.3,3626627.42,6908623.68009581,2798,-977.199999999993,1270.97247135512
"°¨±Ö","°¨±Ö",2022-11-12,1861297,3744937.4375,6442352.09698278,2817,286.800000000009,1563.23280731321
"°¨±Ö","°¨±Ö",2022-11-19,1519842.6,2965577.75,3394336.21064129,2844,1606.80000000001,2041.68618436883
"°¨±Ö","°¨±Ö",2022-11-26,2026954.9,3210708.35,3723599.69196965,2834,2420.80000000001,2486.03651796833
"°¨±Ö","°¨±Ö",2022-12-03,1895402.5,2933900.125,3092783.45837926,2840,2945.30000000001,2887.07889652759
"°¨±Ö","°¨±Ö",2022-12-10,2288023.3,3134812,3411959.18729612,2879,3103.55000000001,3021.29876062173
"°¨±Ö","°¨±Ö",2022-12-17,2372503,3458942.375,4031089.27945292,2895,3167.55000000001,3082.94379911854
"°¨±Ö","°¨±Ö",2022-12-24,2851135.3,3549054.95,3916263.84210036,2970,3193.55000000001,3119.59802263776
"°¨±Ö","°¨±Ö",2023-01-01,2222304.5,3017674.4,3157940.08359037,3043,3270.55000000001,3203.39775359905
"°¨±Ö","°¨±Ö",2023-01-08,2506512.5,3057319.9,3169279.38788474,3038,3245.55000000001,3179.62281692251
"°¨±Ö","°¨±Ö",2023-01-15,3834285.8,4152780.175,4346077.89912624,3031,3227.30000000001,3165.93138984679
"°¨±Ö","°¨±Ö",2023-01-22,1631402.9,1500427.6,1560092.06104648,3069,3135.80000000001,3084.1840132202
"°¨±Ö","°¨±Ö",2023-01-29,1642032.9,1642032.9,1642032.9,3152,3152,3152
"°¨±Ö","°¨±Ö",2023-02-05,1408181.3,1491578.6,1484034.30455241,3218,3103.60000000001,3126.8294760829
"°¨±Ö","°¨±Ö",2023-02-12,1542105,1652054.8,1671857.06850058,3209,2965.20000000001,3019.37417313801
"°¨±Ö","°¨±Ö",2023-02-19,1254165.3,1863969.2,1653802.80844555,3182,2812.60000000001,2905.78753738021
"°¨±Ö","°¨±Ö",2023-02-26,1739216.8,2479701.2,2581271.42619084,3262,2242.60000000001,2667.05047142062
"°¨±Ö","°¨±Ö",2023-03-05,435112.94,1681421.592,848212.5297933,7743,6580.80000000001,6159.81117150792
"°¨±Ö","°¨±Ö",2023-03-12,335011.94,1966235.862,883449.756076166,7667,6347.20000000001,6000.8925139419
"°¨±Ö","°¨±Ö",2023-03-19,252129.08,1737556.096,621995.105552694,6994,5477.20000000002,5265.81197675102
"°¨±Ö","°¨±Ö",2023-03-26,266426.38,2757203.06,3930722.32034311,7079,2203.80000000001,2784.70630908314
"°¨±Ö","°¨±Ö",2023-04-02,,,,,,
"°¨±Ö","°¨±Ö",2023-04-09,,,,,,
"°¨±Ö","°¨±Ö",2023-04-16,,,,,,
"°¨±Ö","°¨±Ö",2023-04-23,,,,,,
"°¨±Ö","°¨±Ö",2023-04-30,98809.625,2514757.54833334,1031565.00282655,11861,6855.13333333333,4596.24853596422
"°¨±Ö","°¨±Ö",2023-05-07,73434.539,2469336.09566667,707053.023699401,11338,6305.46666666667,4379.67468149835
"°¨±Ö","°¨±Ö",2023-05-14,87012.109,2486542.49900001,846965.36609836,10961,5898.79999999999,4219.75371477348
"°¨±Ö","°¨±Ö",2023-05-21,91528.039,2418418.29566667,721082.452841803,10463,5475.13333333334,4062.40792490137
"°¨±Ö","°¨±Ö",2023-05-28,108608.4,2424764.04,843597.611752971,10424,5593.13333333333,4124.75154022353
"°¨±Ö","°¨±Ö",2023-06-04,101367.4,2364146.05000001,663414.409675211,10299,5653.13333333333,4169.89910586341
"°¨±Ö","°¨±Ö",2023-06-11,121323.16,2407844.71,839913.665177125,9915,5444.80000000002,4107.61358279269
"°¨±Ö","°¨±Ö",2023-06-18,137192.56,2210466.68,610171.40707717,9203,5427.80000000001,4180.40016221628
"°¨±Ö","°¨±Ö",2023-06-25,150150.2,2033790.6375,519702.366592964,8928,6397.80000000001,4954.3991848393
"°¨±Ö","°¨±Ö",2023-07-02,149133.64,1594868.79,333067.196877323,8483,7245.80000000001,6089.88182208185
"°¨±Ö","°¨±Ö",2023-07-09,178620.53,1362373.98,328133.275430774,8152,7738.80000000001,7151.08316671766
"°¨±Ö","°¨±Ö",2023-07-16,214699.33,1253196.955,350331.149372817,8121,8226.3,8255.62243616217
"°¨±Ö","°¨±Ö",2023-07-23,310401.84,1157190.54,462879.206580467,8058,8282.55000000001,8456.27836508852
"°¨±Ö","°¨±Ö",2023-07-30,318563.97,1405003.345,541267.936979199,8250,8522.55000000001,8785.59113738444
"°¨±Ö","°¨±Ö",2023-08-06,219542.27,917461.920000001,301558.980316941,8709,8932.55000000001,9147.6697572903
"°¨±Ö","°¨±Ö",2023-08-13,245292.06,1040661.96,348565.027187073,8846,9073.55000000001,9312.27621700205
"°¨±Ö","°¨±Ö",2023-08-20,211927.97,762735.370000001,267965.528612866,8924,9131.55000000001,9340.01119756961
"°¨±Ö","°¨±Ö",2023-08-27,283386.44,601880.815,321212.243436852,8944,9140.30000000001,9342.1611187033
"°¨±Ö","°¨±Ö",2023-09-03,277203.66,146228.360000001,265086.711111661,8970,9036.80000000001,9014.37947167977
"°¨±Ö","°¨±Ö",2023-09-10,304330.06,568396.626666668,336942.13628042,8849,9011.46666666667,9175.28454862015
"°¨±Ö","°¨±Ö",2023-09-17,257115.56,257115.56,257115.56,8648,8648,8647.99999999999
"°¨±Ö","°¨±Ö",2023-09-24,486725.41,570122.710000001,512943.330050852,8428,8313.60000000001,8189.2227546385
"°¨±Ö","°¨±Ö",2023-10-01,337379.22,447329.020000004,365766.166196344,8406,8162.20000000001,7909.27369878408
"°¨±Ö","°¨±Ö",2023-10-08,657858.44,1267662.34,867483.84414049,7199,6829.60000000001,6574.09317460721
"°¨±Ö","°¨±Ö",2023-10-15,928834.19,1669318.59,1378536.10562876,5393,4373.60000000001,4409.38172666199
"°¨±Ö","°¨±Ö",2023-10-22,1353450.6,2599759.252,2638427.06534138,4428,3265.80000000001,3522.61963934354
"°¨±Ö","°¨±Ö",2023-10-29,1713568.3,3344792.222,4518798.63343035,3620,2300.20000000001,2833.34171129121
"°¨±Ö","°¨±Ö",2023-11-05,1844624.6,3330051.616,4550635.22534606,3159,1642.20000000002,2378.42436868122
"°¨±Ö","°¨±Ö",2023-11-12,2299494.3,4254796.585,8890817.75511776,3181,523.050000000009,1942.09534016514
"°¨±Ö","°¨±Ö",2023-11-19,1923500.6,4167572.51,12088963.133453,3216,-1316.53333333332,1348.49458438359
"°¨±Ö","°¨±Ö",2023-11-26,2383697.5,2383697.5,2383697.5,3307,3307,3307
"°¨±Ö","°¨±Ö",2023-12-03,2122113.3,2205510.6,2236422.92036325,3179,3064.60000000001,3088.9344016369
"°¨±Ö","°¨±Ö",2023-12-10,2267445,2377394.8,2458226.87215612,3253,3009.20000000001,3060.77413063818
"°¨±Ö","°¨±Ö",2023-12-17,2594301.8,3204105.7,3420971.38454983,3224,2854.60000000001,2944.14174120484
"°¨±Ö","°¨±Ö",2023-12-24,2862805,3603289.4,4248853.13047589,3655,2635.60000000001,2988.37200277203
"°¨±Ö","°¨±Ö",2024-01-01,2498204,3744512.652,4870018.19522937,3826,2663.80000000001,3043.70883923406
"°¨±Ö","°¨±Ö",2024-01-08,2203833.5,3835057.422,5811662.02018794,3903,2583.20000000001,3054.84328706342
"°¨±Ö","°¨±Ö",2024-01-15,2711899.8,4197326.81599999,6690177.91342962,3852,2335.20000000002,2900.18697947453
"°¨±Ö","°¨±Ö",2024-01-22,1967852.1,3923154.385,7608548.71009064,4416,1758.05000000001,2696.09966116607
"°¨±Ö","°¨±Ö",2024-01-29,1851510,4095581.91,11636511.1251952,4975,442.46666666668,2086.05738722274
"°¨±Ö","°¨±Ö",2024-02-05,1880611.5,4273176.855,17933646.5811737,5445,1928.30000000002,2567.6036060003
"°¨±Ö","°¨±Ö",2024-02-12,734168.63,3082381.945,6113052.05902919,5483,1966.8,2586.71595261616
"°¨±Ö","°¨±Ö",2024-02-19,583535.63,3030306.14,6864016.02803282,5763,2068.80000000001,2647.87011833607
"°¨±Ö","°¨±Ö",2024-02-26,,,,,,
"°¨±Ö","°¨±Ö",2024-03-04,,,,,,
"°¨±Ö","°¨±Ö",2024-03-11,,,,,,
"°¨±Ö","°¨±Ö",2024-03-18,,,,,,
"°¨±Ö","°¨±Ö",2024-03-25,,,,,,
"°¨±Ö","°¨±Ö",2024-04-01,,,,,,
"°¨±Ö","°¨±Ö",2024-04-08,,,,,,
"°¨±Ö","°¨±Ö",2024-04-15,,,,,,
"°¨±Ö","°¨±Ö",2024-04-22,,,,,,
"°¨±Ö","°¨±Ö",2024-04-29,,,,,,
"°¨±Ö","°¨±Ö",2024-05-06,,,,,,
"°¨±Ö","°¨±Ö",2024-05-13,,,,,,
"°¨±Ö","°¨±Ö",2024-05-20,,,,,,
"°¨±Ö","°¨±Ö",2024-05-27,,,,,,
"°¨±Ö","°¨±Ö",2024-06-03,,,,,,
"°¨±Ö","°¨±Ö",2024-06-10,,,,,,
"°¨±Ö","°¨±Ö",2024-06-17,,,,,,
"°¨±Ö","°¨±Ö",2024-06-24,,,,,,
"°¨±Ö","°¨±Ö",2024-07-01,,,,,,
"°¨±Ö","°¨±Ö",2024-07-08,179807.63,1266247.005,305508.827452205,7885,8157.55000000001,8396.8952870638
"°¨±Ö","°¨±Ö",2024-07-15,185087.5,883007.150000001,254232.580219799,8045,8268.55000000001,8450.22427344131
"°¨±Ö","°¨±Ö",2024-07-22,197143.41,992513.309999999,280144.812132942,7811,8038.55000000001,8222.72095082557
"°¨±Ö","°¨±Ö",2024-07-29,262965.25,813772.650000001,332497.981380488,8143,8350.55000000001,8522.60322521396
"°¨±Ö","°¨±Ö",2024-08-05,241067.63,559562.005,273244.811051315,8267,8463.30000000001,8635.02302865835
"°¨±Ö","°¨±Ö",2024-08-12,270948.28,139972.980000001,259104.76227681,8115,8181.80000000001,8155.14932136915
"°¨±Ö","°¨±Ö",2024-08-19,249642.78,513709.346666668,276394.555306771,8196,8358.46666666667,8498.20682116519
"°¨±Ö","°¨±Ö",2024-08-26,262165.28,262165.28,262165.28,8321,8321,8321
"°¨±Ö","°¨±Ö",2024-09-02,276482.69,359879.990000001,291375.689035872,8131,8016.60000000001,7900.63718770356
"°¨±Ö","°¨±Ö",2024-09-09,502119.94,612069.740000004,544368.101344648,7787,7543.20000000001,7326.85156940657
"°¨±Ö","°¨±Ö",2024-09-16,352688,962491.899999998,465071.394420692,7585,7215.60000000001,6926.58657166213
"°¨±Ö","°¨±Ö",2024-09-23,383147.84,1123632.24,568651.689311384,7478,6458.60000000001,6114.1028281065
"°¨±Ö","°¨±Ö",2024-09-30,548704.94,1795013.592,1069649.65295558,6980,5817.80000000001,5552.81957602031
"°¨±Ö","°¨±Ö",2024-10-07,573986.38,2205210.302,1513641.95378243,6471,5151.20000000001,5064.79398170315
"°¨±Ö","°¨±Ö",2024-10-14,774000,2259427.016,1909435.48319688,5807,4290.20000000002,4372.11469101989
"°¨±Ö","°¨±Ö",2024-10-21,1003821.3,2959123.585,3881197.80814651,4465,1807.05000000001,2726.01562208028
"°¨±Ö","°¨±Ö",2024-10-28,1522308.5,3405948.9375,5269039.46937522,4061,1530.80000000001,2253.56351810399
"°¨±Ö","°¨±Ö",2024-11-04,1243534,2689269.15,2777243.17331519,3598,2360.80000000001,2582.97710666633
"°¨±Ö","°¨±Ö",2024-11-11,1219991.6,2403745.05,2241174.85098734,3423,3009.80000000001,3002.71806669217
"°¨±Ö","°¨±Ö",2024-11-18,1375724.9,2414222.525,2244810.38407434,3563,3668.30000000001,3622.06412265063
"°¨±Ö","°¨±Ö",2024-11-25,1728402,2575190.7,2577437.51265164,3677,3901.55000000001,3858.74107079058
"°¨±Ö","°¨±Ö",2024-12-02,1657212.5,2743651.875,2815748.40686202,3684,3956.55000000001,3923.16578789385
"°¨±Ö","°¨±Ö",2024-12-09,2051826.1,2749745.75,2818348.3139884,3776,3999.55000000001,3966.19600453877
"°¨±Ö","°¨±Ö",2024-12-16,2260154.3,3055524.2,3211725.42244734,3786,4013.55000000001,3985.56158236149
"°¨±Ö","°¨±Ö",2024-12-23,2661052.8,3211860.2,3364682.91664733,3836,4043.55000000001,4014.82328035377
"°¨±Ö","°¨±Ö",2025-01-01,2547427.5,2865921.875,2887452.56218939,4582,4778.30000000001,4785.97744251996
"°¨±Ö","°¨±Ö",2025-01-08,2075069.4,1944094.1,1984365.29508466,4970,5036.80000000001,4994.58929478801
"°¨±Ö","°¨±Ö",2025-01-15,2032078,2296144.56666667,2249835.92619291,5453,5615.46666666667,5654.06561686356
"°¨±Ö","°¨±Ö",2025-01-22,1714271.3,1714271.3,1714271.3,5492,5492,5492
"°¨±Ö","°¨±Ö",2025-01-29,1327663.4,1411060.7,1399179.23246012,8028,7913.60000000001,7800.55532442309
"°¨±Ö","°¨±Ö",2025-02-05,742701.94,852651.740000004,805192.570011832,8201,7957.20000000001,7716.38753315825
"°¨±Ö","°¨±Ö",2025-02-12,735050.06,1344853.96,969272.434483774,8996,8626.60000000001,8215.10518110382
"°¨±Ö","°¨±Ö",2025-02-19,666971.69,1407456.09,989890.947163812,9382,8362.60000000001,7670.83615048077
"°¨±Ö","°¨±Ö",2025-02-26,645056.69,1891365.342,1257478.49945578,9718,8555.80000000001,7730.98863033888
"°¨±Ö","°¨±Ö",2025-03-05,463950.72,2095174.642,1223470.275165,9910,8590.20000000001,7756.46860742979
"°¨ÀÚ","°¨ÀÚ",2021-01-08,5863568,5000624.25182692,4555143.07755569,281,312.73044871795,301.662458216024
"°¨ÀÚ","°¨ÀÚ",2021-01-15,4848919.5,4268574.31182692,4013316.73116179,282,309.330448717949,298.403990844318
"°¨ÀÚ","°¨ÀÚ",2021-01-22,4341963,3796726.13182693,3594027.96164031,348,350.330448717949,341.174921747333
"°¨ÀÚ","°¨ÀÚ",2021-01-29,3951751.5,3921624.47182692,3911951.2404791,361,345.330448717948,337.698324305129
"°¨ÀÚ","°¨ÀÚ",2021-02-05,2992062.8,3088422.29182692,3035913.25995811,373,351.330448717949,343.336009586535
"°¨ÀÚ","°¨ÀÚ",2021-02-12,3716960.3,3702701.75182692,3704176.45043541,379,347.530448717949,340.38641420274
"°¨ÀÚ","°¨ÀÚ",2021-02-19,3168321.3,3393634.33182692,3368553.97030599,380,329.730448717949,326.580639539392
"°¨ÀÚ","°¨ÀÚ",2021-02-26,5093101,4588536.05182693,4523204.65731631,379,318.530448717948,319.378087329149
"°¨ÀÚ","°¨ÀÚ",2021-03-05,3911580.3,3710440.95182692,3650470.32757921,381,310.530448717948,314.705461584121
"°¨ÀÚ","°¨ÀÚ",2021-03-12,4182135.8,3767030.73182693,3720637.81619268,401,312.530448717948,318.834544175834
"°¨ÀÚ","°¨ÀÚ",2021-03-19,3417886.5,2836222.73682693,2923220.42500331,401,320.480448717949,324.765894167887
"°¨ÀÚ","°¨ÀÚ",2021-03-26,3828341,3505117.78682692,3426710.59692752,399,300.73044871795,310.940924283825
"°¨ÀÚ","°¨ÀÚ",2021-04-02,3436209.5,3344306.46182693,3266071.4043727,385,280.980448717949,296.819407029503
"°¨ÀÚ","°¨ÀÚ",2021-04-09,4486822.5,4083695.23682692,3914384.61642384,364,262.480448717949,283.199091765596
"°¨ÀÚ","°¨ÀÚ",2021-04-16,3884522,3611781.71182692,3523619.15276544,365,252.730448717948,277.71943464731
"°¨ÀÚ","°¨ÀÚ",2021-04-23,4267461,3873692.96182692,3712670.53588591,359,239.730448717949,269.431143858738
"°¨ÀÚ","°¨ÀÚ",2021-04-30,4118493.3,3680707.63682692,3557647.00910844,340,217.980448717948,254.791140404492
"°¨ÀÚ","°¨ÀÚ",2021-05-07,4897892.5,4114677.78682692,3870815.37243078,339,219.730448717948,255.110044085436
"°¨ÀÚ","°¨ÀÚ",2021-05-14,4599015,4156458.13682693,3983552.87190126,329,222.230448717948,254.098739304627
"°¨ÀÚ","°¨ÀÚ",2021-05-21,4541722,4074969.71182692,3904217.33479023,312,218.980448717949,248.705122392219
"°¨ÀÚ","°¨ÀÚ",2021-05-28,4466822,3899959.33682692,3693995.76803614,296,217.730448717949,244.317821739347
"°¨ÀÚ","°¨ÀÚ",2021-06-04,3992667,3281956.08682693,3133501.95771747,272,212.980448717949,235.596150967314
"°¨ÀÚ","°¨ÀÚ",2021-06-11,3803191.3,2903677.58682692,2838658.04930548,263,238.980448717949,246.38078051213
"°¨ÀÚ","°¨ÀÚ",2021-06-18,2930497.3,2611442.08682692,2620912.58014884,259,268.730448717949,263.823463925972
"°¨ÀÚ","°¨ÀÚ",2021-06-25,3038721.3,2887299.71182692,2829234.86400848,246,279.730448717949,268.065687940011
"°¨ÀÚ","°¨ÀÚ",2021-07-02,2482574,2703096.23682692,2650700.76176304,241,286.480448717949,272.399994265556
"°¨ÀÚ","°¨ÀÚ",2021-07-09,2723003.3,2982511.18682692,2923418.8634732,238,288.730448717949,272.924732334275
"°¨ÀÚ","°¨ÀÚ",2021-07-16,2216939.3,2810635.41182692,2738118.38329772,232,293.980448717949,275.35063690472
"°¨ÀÚ","°¨ÀÚ",2021-07-23,2681892.5,3066796.58682693,3022840.34975204,225,290.230448717949,269.954923819225
"°¨ÀÚ","°¨ÀÚ",2021-07-30,2539006,2969374.26182692,2916310.64405296,226,294.980448717949,274.170383606151
"°¨ÀÚ","°¨ÀÚ",2021-08-06,2671288.8,2960263.06182692,2894919.72966841,233,302.980448717949,282.829587117948
"°¨ÀÚ","°¨ÀÚ",2021-08-13,2547830,2638705.36182692,2580276.69108712,248,321.980448717949,304.527348742068
"°¨ÀÚ","°¨ÀÚ",2021-08-20,2851619.8,3026149.13682692,2965951.45506619,258,330.230448717949,314.176415623457
"°¨ÀÚ","°¨ÀÚ",2021-08-27,2742738.5,2869547.41182692,2807752.68131493,260,327.230448717949,311.827491323936
"°¨ÀÚ","°¨ÀÚ",2021-09-03,2235626.5,2814492.56182692,2740854.43840922,264,326.730448717948,311.961477129272
"°¨ÀÚ","°¨ÀÚ",2021-09-10,2251163.5,2690669.28682692,2605172.90661374,271,333.730448717948,320.16393803904
"°¨ÀÚ","°¨ÀÚ",2021-09-17,1757175.1,2496567.41182692,2317265.92699894,275,338.730448717949,325.875656066924
"°¨ÀÚ","°¨ÀÚ",2021-09-24,2230090,2876645.23682692,2799302.32824019,274,336.480448717949,323.537137889248
"°¨ÀÚ","°¨ÀÚ",2021-10-01,2174362,2574967.18682692,2527995.25150203,274,326.980448717949,314.308098438394
"°¨ÀÚ","°¨ÀÚ",2021-10-08,2572117.5,2906934.58682692,2852275.06027349,273,323.980448717948,311.175680508948
"°¨ÀÚ","°¨ÀÚ",2021-10-15,2249579.3,2917745.93682692,2856959.92067691,271,320.730448717948,307.500907765875
"°¨ÀÚ","°¨ÀÚ",2021-10-22,2480095,2890092.78682692,2823895.44712723,269,322.480448717949,308.938918663662
